order_id,customer_id,order_date,status
ORD-00082,CUST-0015,2023-02-18,Completed
ORD-00083,CUST-0386,2024-12-25,Completed
ORD-00084,CUST-0304,2023-05-10,Returned
ORD-00085,CUST-0016,2023-11-03,Completed
ORD-00086,CUST-0243,2023-06-20,Completed
ORD-00087,CUST-0487,2024-08-17,Completed
ORD-00088,CUST-0069,2023-10-15,Returned
ORD-00089,CUST-0205,2024-06-27,Completed
ORD-00090,CUST-0298,2023-02-19,Completed
ORD-00091,CUST-0373,2023-11-27,Completed
ORD-00092,CUST-0496,2024-10-27,Returned
ORD-00093,CUST-0108,2024-11-07,Completed
ORD-00094,CUST-0364,2023-06-02,Completed
ORD-00095,CUST-0169,2023-10-15,Completed
ORD-00096,CUST-0018,2023-10-26,Returned
ORD-00097,CUST-0226,2024-02-17,Completed
ORD-00098,CUST-0355,2024-01-28,Completed
ORD-00099,CUST-0025,2023-03-19,Completed
ORD-00100,CUST-0281,2024-07-10,Completed
ORD-00101,CUST-0173,2023-06-14,Completed
ORD-00102,CUST-0392,2023-08-18,Completed
ORD-00103,CUST-0377,2024-09-05,Completed
ORD-00104,CUST-0256,2024-05-18,Completed
ORD-00105,CUST-0104,2023-10-17,Completed
ORD-00106,CUST-0121,2024-10-28,Completed
ORD-00107,CUST-0077,2023-10-15,Completed
ORD-00108,CUST-0350,2024-02-17,Completed
ORD-00109,CUST-0112,2023-06-29,Pending
ORD-00110,CUST-0131,2023-05-14,Completed
ORD-00111,CUST-0495,2023-12-25,Completed
ORD-00112,CUST-0115,2024-02-16,Completed
ORD-00113,CUST-0439,2024-08-11,Completed
ORD-00114,CUST-0015,2023-10-13,Completed
ORD-00115,CUST-0077,2024-10-15,Completed
ORD-00116,CUST-0424,2024-03-19,Returned
ORD-00117,CUST-0417,2023-02-21,Completed
ORD-00118,CUST-0497,2024-06-23,Completed
ORD-00119,CUST-0359,2024-02-24,Completed
ORD-00120,CUST-0223,2023-10-12,Completed
ORD-00121,CUST-0328,2023-12-08,Pending
ORD-00122,CUST-0241,2023-08-09,Completed
ORD-00123,CUST-0092,2024-03-24,Completed
ORD-00124,CUST-0335,2024-02-18,Returned
ORD-00125,CUST-0171,2023-11-23,Completed
ORD-00126,CUST-0128,2023-07-28,Completed
ORD-00127,CUST-0120,2023-10-19,Completed
ORD-00128,CUST-0420,2023-12-30,Returned
ORD-00129,CUST-0367,2023-12-11,Completed
ORD-00130,CUST-0321,2023-08-14,Completed
ORD-00131,CUST-0301,2024-02-29,Returned
ORD-00132,CUST-0417,2023-06-15,Returned
ORD-00133,CUST-0182,2024-01-01,Completed
ORD-00134,CUST-0384,2023-03-30,Completed
ORD-00135,CUST-0354,2023-12-11,Completed
ORD-00136,CUST-0261,2024-07-26,Completed
ORD-00137,CUST-0070,2024-08-20,Returned
ORD-00138,CUST-0324,2024-05-22,Completed
ORD-00139,CUST-0319,2024-06-28,Completed
ORD-00140,CUST-0362,2023-02-18,Returned
ORD-00141,CUST-0039,2023-09-07,Completed
ORD-00142,CUST-0159,2024-04-22,Completed
ORD-00143,CUST-0182,2024-08-07,Completed
ORD-00144,CUST-0051,2024-03-01,Completed
ORD-00145,CUST-0081,2024-09-15,Returned
ORD-00146,CUST-0056,2023-07-19,Completed
ORD-00147,CUST-0355,2023-04-23,Completed
ORD-00148,CUST-0256,2023-03-05,Completed
ORD-00149,CUST-0396,2024-03-01,Pending
ORD-00150,CUST-0229,2024-04-30,Completed
ORD-00151,CUST-0403,2023-07-28,Pending
ORD-00152,CUST-0464,2024-07-26,Returned
ORD-00153,CUST-0077,2024-06-23,Completed
ORD-00154,CUST-0352,2023-09-20,Returned
ORD-00155,CUST-0148,2023-06-24,Completed
ORD-00156,CUST-0432,2024-06-25,Completed
ORD-00157,CUST-0303,2024-05-05,Completed
ORD-00158,CUST-0427,2023-05-05,Returned
ORD-00159,CUST-0409,2023-07-06,Returned
ORD-00160,CUST-0466,2023-12-21,Returned
ORD-00161,CUST-0104,2024-01-09,Pending
ORD-00162,CUST-0017,2023-05-02,Completed
ORD-00163,CUST-0240,2024-11-23,Returned
ORD-00164,CUST-0119,2023-10-11,Returned
ORD-00165,CUST-0122,2023-10-06,Completed
ORD-00166,CUST-0235,2023-02-14,Completed
ORD-00167,CUST-0142,2024-10-01,Completed
ORD-00168,CUST-0020,2023-06-21,Returned
ORD-00169,CUST-0210,2024-12-21,Completed
ORD-00170,CUST-0007,2023-12-29,Completed
ORD-00171,CUST-0095,2024-09-30,Completed
ORD-00172,CUST-0497,2023-05-11,Completed
ORD-00173,CUST-0374,2023-05-02,Completed
ORD-00174,CUST-0334,2024-08-07,Completed
ORD-00175,CUST-0143,2024-08-21,Returned
ORD-00176,CUST-0474,2024-02-01,Completed
ORD-00177,CUST-0404,2023-01-24,Pending
ORD-00178,CUST-0358,2024-11-19,Completed
ORD-00179,CUST-0175,2023-10-15,Pending
ORD-00180,CUST-0447,2024-11-14,Completed
ORD-00181,CUST-0009,2024-09-27,Completed
ORD-00182,CUST-0470,2024-09-13,Completed
ORD-00183,CUST-0066,2024-05-17,Completed
ORD-00184,CUST-0121,2024-05-06,Completed
ORD-00185,CUST-0444,2024-01-24,Returned
ORD-00186,CUST-0277,2023-01-19,Completed
ORD-00187,CUST-0125,2023-10-11,Completed
ORD-00188,CUST-0153,2024-06-17,Completed
ORD-00189,CUST-0273,2024-08-15,Completed
ORD-00190,CUST-0354,2024-02-13,Completed
ORD-00191,CUST-0131,2024-06-01,Completed
ORD-00192,CUST-0042,2023-01-16,Completed
ORD-00193,CUST-0308,2023-12-08,Pending
ORD-00194,CUST-0418,2024-01-06,Completed
ORD-00195,CUST-0021,2024-10-13,Completed
ORD-00196,CUST-0337,2023-08-16,Completed
ORD-00197,CUST-0111,2023-06-17,Completed
ORD-00198,CUST-0087,2023-09-15,Completed
ORD-00199,CUST-0150,2023-05-05,Pending
ORD-00200,CUST-0175,2024-02-12,Completed
ORD-00201,CUST-0224,2024-04-14,Completed
ORD-00202,CUST-0120,2024-08-07,Returned
ORD-00203,CUST-0483,2024-12-10,Completed
ORD-00204,CUST-0088,2023-02-23,Returned
ORD-00205,CUST-0084,2023-06-30,Completed
ORD-00206,CUST-0105,2023-08-08,Completed
ORD-00207,CUST-0297,2023-07-02,Pending
ORD-00208,CUST-0109,2024-08-26,Returned
ORD-00209,CUST-0451,2023-04-12,Returned
ORD-00210,CUST-0250,2023-01-22,Completed
ORD-00211,CUST-0138,2024-09-20,Returned
ORD-00212,CUST-0340,2024-12-02,Completed
ORD-00213,CUST-0232,2023-06-15,Completed
ORD-00214,CUST-0229,2023-08-31,Completed
ORD-00215,CUST-0413,2024-01-03,Completed
ORD-00216,CUST-0052,2024-01-19,Completed
ORD-00217,CUST-0259,2024-12-24,Completed
ORD-00218,CUST-0062,2023-10-23,Completed
ORD-00219,CUST-0019,2023-01-09,Returned
ORD-00220,CUST-0411,2023-11-05,Pending
ORD-00221,CUST-0453,2024-02-11,Completed
ORD-00222,CUST-0426,2024-01-13,Pending
ORD-00223,CUST-0226,2024-01-09,Completed
ORD-00224,CUST-0296,2024-11-04,Completed
ORD-00225,CUST-0014,2024-08-12,Returned
ORD-00226,CUST-0026,2023-07-03,Completed
ORD-00227,CUST-0078,2023-09-17,Completed
ORD-00228,CUST-0338,2024-05-02,Completed
ORD-00229,CUST-0286,2023-10-27,Completed
ORD-00230,CUST-0344,2023-11-09,Returned
ORD-00231,CUST-0034,2023-05-03,Completed
ORD-00232,CUST-0006,2023-07-05,Completed
ORD-00233,CUST-0141,2024-06-24,Completed
ORD-00234,CUST-0498,2024-09-07,Completed
ORD-00235,CUST-0140,2024-07-26,Completed
ORD-00236,CUST-0125,2023-08-13,Pending
ORD-00237,CUST-0274,2023-04-10,Returned
ORD-00238,CUST-0006,2023-04-27,Returned
ORD-00239,CUST-0365,2023-10-15,Completed
ORD-00240,CUST-0282,2024-01-13,Returned
ORD-00241,CUST-0369,2024-10-13,Completed
ORD-00242,CUST-0154,2024-10-18,Completed
ORD-00243,CUST-0294,2023-01-02,Completed
ORD-00244,CUST-0282,2024-05-31,Completed
ORD-00245,CUST-0288,2023-08-07,Returned
ORD-00246,CUST-0354,2023-05-25,Completed
ORD-00247,CUST-0339,2024-02-10,Pending
ORD-00248,CUST-0278,2023-01-25,Completed
ORD-00249,CUST-0091,2023-09-01,Completed
ORD-00250,CUST-0131,2024-02-08,Completed
ORD-00251,CUST-0294,2023-07-18,Completed
ORD-00252,CUST-0435,2024-03-09,Completed
ORD-00253,CUST-0392,2023-12-02,Completed
ORD-00254,CUST-0472,2024-08-06,Pending
ORD-00255,CUST-0039,2023-05-13,Completed
ORD-00256,CUST-0219,2023-02-11,Completed
ORD-00257,CUST-0241,2024-01-22,Completed
ORD-00258,CUST-0345,2023-07-07,Completed
ORD-00259,CUST-0396,2024-05-30,Completed
ORD-00260,CUST-0437,2023-03-10,Completed
ORD-00261,CUST-0187,2024-02-24,Completed
ORD-00262,CUST-0158,2024-12-23,Completed
ORD-00263,CUST-0439,2023-03-09,Completed
ORD-00264,CUST-0017,2023-08-09,Completed
ORD-00265,CUST-0100,2024-09-08,Completed
ORD-00266,CUST-0379,2024-01-25,Completed
ORD-00267,CUST-0459,2023-05-08,Completed
ORD-00268,CUST-0264,2023-06-05,Completed
ORD-00269,CUST-0360,2024-07-12,Returned
ORD-00270,CUST-0047,2024-09-20,Completed
ORD-00271,CUST-0408,2023-09-21,Completed
ORD-00272,CUST-0350,2023-12-12,Completed
ORD-00273,CUST-0481,2024-07-25,Completed
ORD-00274,CUST-0484,2023-05-10,Completed
ORD-00275,CUST-0407,2023-05-31,Returned
ORD-00276,CUST-0224,2024-07-19,Pending
ORD-00277,CUST-0065,2023-05-17,Completed
ORD-00278,CUST-0134,2024-07-16,Completed
ORD-00279,CUST-0307,2023-12-29,Completed
ORD-00280,CUST-0276,2024-12-23,Completed
ORD-00281,CUST-0484,2023-01-25,Completed
ORD-00282,CUST-0432,2024-11-21,Returned
ORD-00283,CUST-0392,2023-06-14,Completed
ORD-00284,CUST-0367,2023-01-26,Completed
ORD-00285,CUST-0215,2024-06-12,Completed
ORD-00286,CUST-0012,2024-01-24,Completed
ORD-00287,CUST-0176,2024-09-03,Completed
ORD-00288,CUST-0207,2023-03-21,Returned
ORD-00289,CUST-0385,2023-02-28,Completed
ORD-00290,CUST-0035,2024-02-19,Returned
ORD-00291,CUST-0222,2024-10-05,Returned
ORD-00292,CUST-0046,2023-10-24,Completed
ORD-00293,CUST-0427,2024-08-05,Completed
ORD-00294,CUST-0051,2024-10-23,Completed
ORD-00295,CUST-0367,2024-09-26,Completed
ORD-00296,CUST-0088,2024-01-07,Completed
ORD-00297,CUST-0083,2024-05-24,Pending
ORD-00298,CUST-0489,2024-01-19,Completed
ORD-00299,CUST-0047,2024-05-07,Returned
ORD-00300,CUST-0168,2024-02-18,Completed
ORD-00301,CUST-0228,2024-01-19,Completed
ORD-00302,CUST-0287,2023-11-15,Completed
ORD-00303,CUST-0464,2024-04-21,Completed
ORD-00304,CUST-0185,2024-07-02,Completed
ORD-00305,CUST-0363,2024-11-01,Completed
ORD-00306,CUST-0352,2024-03-23,Returned
ORD-00307,CUST-0069,2023-03-15,Completed
ORD-00308,CUST-0213,2024-03-04,Completed
ORD-00309,CUST-0458,2023-08-19,Completed
ORD-00310,CUST-0355,2023-01-20,Completed
ORD-00311,CUST-0299,2023-02-22,Completed
ORD-00312,CUST-0243,2024-03-07,Completed
ORD-00313,CUST-0102,2024-11-20,Completed
ORD-00314,CUST-0079,2024-01-05,Completed
ORD-00315,CUST-0110,2023-11-22,Completed
ORD-00316,CUST-0134,2023-03-06,Completed
ORD-00317,CUST-0129,2024-05-08,Completed
ORD-00318,CUST-0069,2023-02-10,Completed
ORD-00319,CUST-0097,2024-09-06,Completed
ORD-00320,CUST-0042,2024-08-18,Completed
ORD-00321,CUST-0002,2024-12-24,Completed
ORD-00322,CUST-0004,2023-07-27,Pending
ORD-00323,CUST-0500,2023-04-29,Returned
ORD-00324,CUST-0007,2023-08-07,Completed
ORD-00325,CUST-0415,2024-08-06,Completed
ORD-00326,CUST-0102,2023-06-09,Completed
ORD-00327,CUST-0048,2024-10-09,Returned
ORD-00328,CUST-0033,2023-04-23,Completed
ORD-00329,CUST-0204,2023-02-05,Completed
ORD-00330,CUST-0140,2023-06-10,Completed
ORD-00331,CUST-0236,2024-07-04,Completed
ORD-00332,CUST-0404,2024-03-15,Completed
ORD-00333,CUST-0100,2023-09-16,Returned
ORD-00334,CUST-0113,2024-04-23,Pending
ORD-00335,CUST-0374,2024-04-18,Completed
ORD-00336,CUST-0071,2024-02-09,Completed
ORD-00337,CUST-0088,2024-01-11,Completed
ORD-00338,CUST-0208,2023-03-16,Completed
ORD-00339,CUST-0346,2023-07-09,Completed
ORD-00340,CUST-0276,2024-01-21,Completed
ORD-00341,CUST-0486,2023-04-09,Returned
ORD-00342,CUST-0299,2023-12-14,Pending
ORD-00343,CUST-0408,2023-03-27,Completed
ORD-00344,CUST-0279,2024-07-28,Completed
ORD-00345,CUST-0035,2023-03-17,Completed
ORD-00346,CUST-0468,2023-03-09,Completed
ORD-00347,CUST-0172,2024-04-10,Completed
ORD-00348,CUST-0134,2023-06-10,Completed
ORD-00349,CUST-0431,2023-09-14,Completed
ORD-00350,CUST-0302,2023-08-18,Returned
ORD-00351,CUST-0137,2023-06-08,Completed
ORD-00352,CUST-0134,2024-07-10,Completed
ORD-00353,CUST-0292,2024-05-20,Completed
ORD-00354,CUST-0326,2023-06-24,Pending
ORD-00355,CUST-0122,2024-05-16,Completed
ORD-00356,CUST-0338,2024-06-04,Completed
ORD-00357,CUST-0353,2024-01-29,Completed
ORD-00358,CUST-0138,2024-02-27,Completed
ORD-00359,CUST-0052,2024-11-13,Pending
ORD-00360,CUST-0383,2023-11-28,Completed
ORD-00361,CUST-0045,2023-10-09,Pending
ORD-00362,CUST-0277,2024-01-29,Completed
ORD-00363,CUST-0209,2024-09-02,Completed
ORD-00364,CUST-0004,2024-06-01,Completed
ORD-00365,CUST-0465,2023-02-24,Completed
ORD-00366,CUST-0022,2023-12-02,Completed
ORD-00367,CUST-0388,2024-06-24,Completed
ORD-00368,CUST-0153,2023-06-13,Completed
ORD-00369,CUST-0100,2024-12-22,Returned
ORD-00370,CUST-0500,2024-08-12,Pending
ORD-00371,CUST-0395,2024-09-10,Completed
ORD-00372,CUST-0471,2023-03-01,Completed
ORD-00373,CUST-0302,2024-02-28,Returned
ORD-00374,CUST-0042,2024-01-21,Completed
ORD-00375,CUST-0498,2024-04-02,Returned
ORD-00376,CUST-0499,2024-09-12,Completed
ORD-00377,CUST-0416,2023-09-15,Returned
ORD-00378,CUST-0254,2024-01-25,Completed
ORD-00379,CUST-0117,2024-05-11,Completed
ORD-00380,CUST-0383,2024-07-03,Completed
ORD-00381,CUST-0341,2024-07-16,Completed
ORD-00382,CUST-0161,2023-09-03,Returned
ORD-00383,CUST-0294,2024-12-29,Pending
ORD-00384,CUST-0449,2023-01-08,Completed
ORD-00385,CUST-0297,2023-12-26,Completed
ORD-00386,CUST-0483,2024-03-20,Completed
ORD-00387,CUST-0250,2023-02-14,Completed
ORD-00388,CUST-0042,2023-11-26,Completed
ORD-00389,CUST-0120,2024-03-10,Returned
ORD-00390,CUST-0124,2024-03-19,Returned
ORD-00391,CUST-0084,2023-03-28,Completed
ORD-00392,CUST-0500,2023-07-22,Completed
ORD-00393,CUST-0137,2023-06-28,Completed
ORD-00394,CUST-0225,2024-04-12,Completed
ORD-00395,CUST-0073,2023-08-29,Completed
ORD-00396,CUST-0219,2024-02-22,Completed
ORD-00397,CUST-0032,2024-06-17,Completed
ORD-00398,CUST-0101,2024-08-05,Completed
ORD-00399,CUST-0169,2023-05-15,Returned
ORD-00400,CUST-0371,2024-10-21,Completed
ORD-00401,CUST-0023,2023-05-01,Completed
ORD-00402,CUST-0058,2023-01-16,Completed
ORD-00403,CUST-0122,2023-02-02,Returned
ORD-00404,CUST-0088,2023-05-27,Completed
ORD-00405,CUST-0030,2024-09-29,Completed
ORD-00406,CUST-0454,2023-06-01,Completed
ORD-00407,CUST-0165,2024-05-21,Completed
ORD-00408,CUST-0129,2023-11-02,Completed
ORD-00409,CUST-0470,2023-01-30,Returned
ORD-00410,CUST-0334,2023-11-21,Completed
ORD-00411,CUST-0461,2023-01-21,Completed
ORD-00412,CUST-0365,2023-12-14,Completed
ORD-00413,CUST-0091,2024-02-12,Returned
ORD-00414,CUST-0260,2024-01-16,Returned
ORD-00415,CUST-0297,2023-07-26,Completed
ORD-00416,CUST-0043,2024-07-13,Completed
ORD-00417,CUST-0131,2024-03-11,Completed
ORD-00418,CUST-0211,2023-07-05,Completed
ORD-00419,CUST-0289,2023-11-14,Completed
ORD-00420,CUST-0063,2023-03-21,Completed
ORD-00421,CUST-0281,2024-11-05,Returned
ORD-00422,CUST-0194,2024-07-03,Completed
ORD-00423,CUST-0436,2023-07-30,Completed
ORD-00424,CUST-0479,2024-05-07,Completed
ORD-00425,CUST-0433,2024-05-10,Completed
ORD-00426,CUST-0123,2024-03-21,Completed
ORD-00427,CUST-0470,2023-02-09,Completed
ORD-00428,CUST-0045,2024-10-03,Returned
ORD-00429,CUST-0230,2024-11-28,Completed
ORD-00430,CUST-0365,2024-12-12,Completed
ORD-00431,CUST-0430,2024-12-16,Completed
ORD-00432,CUST-0399,2024-11-09,Completed
ORD-00433,CUST-0016,2024-06-23,Pending
ORD-00434,CUST-0466,2023-02-11,Completed
ORD-00435,CUST-0337,2023-12-06,Completed
ORD-00436,CUST-0281,2023-06-28,Completed
ORD-00437,CUST-0259,2023-06-10,Pending
ORD-00438,CUST-0162,2024-08-29,Completed
ORD-00439,CUST-0138,2024-08-16,Completed
ORD-00440,CUST-0460,2024-01-17,Completed
ORD-00441,CUST-0300,2024-06-21,Completed
ORD-00442,CUST-0375,2023-04-05,Completed
ORD-00443,CUST-0173,2023-06-12,Completed
ORD-00444,CUST-0382,2024-09-20,Completed
ORD-00445,CUST-0436,2023-11-26,Completed
ORD-00446,CUST-0294,2024-02-04,Completed
ORD-00447,CUST-0422,2023-12-04,Returned
ORD-00448,CUST-0194,2023-05-28,Completed
ORD-00449,CUST-0011,2024-08-26,Completed
ORD-00450,CUST-0437,2024-07-07,Completed
ORD-00451,CUST-0188,2024-05-14,Pending
ORD-00452,CUST-0351,2023-09-15,Completed
ORD-00453,CUST-0082,2024-04-14,Completed
ORD-00454,CUST-0281,2024-11-26,Returned
ORD-00455,CUST-0381,2024-04-19,Completed
ORD-00456,CUST-0418,2023-12-27,Completed
ORD-00457,CUST-0366,2023-07-17,Returned
ORD-00458,CUST-0051,2024-01-17,Completed
ORD-00459,CUST-0135,2023-09-29,Completed
ORD-00460,CUST-0165,2024-03-22,Completed
ORD-00461,CUST-0132,2023-02-03,Completed
ORD-00462,CUST-0176,2023-05-19,Returned
ORD-00463,CUST-0076,2024-07-28,Completed
ORD-00464,CUST-0093,2023-10-05,Completed
ORD-00465,CUST-0191,2023-11-13,Returned
ORD-00466,CUST-0054,2024-02-02,Completed
ORD-00467,CUST-0103,2023-11-16,Returned
ORD-00468,CUST-0264,2024-07-07,Completed
ORD-00469,CUST-0259,2023-06-29,Completed
ORD-00470,CUST-0356,2024-07-07,Completed
ORD-00471,CUST-0071,2023-06-02,Completed
ORD-00472,CUST-0248,2023-09-28,Returned
ORD-00473,CUST-0325,2024-03-05,Returned
ORD-00474,CUST-0237,2024-10-08,Pending
ORD-00475,CUST-0050,2023-06-19,Completed
ORD-00476,CUST-0365,2024-03-04,Returned
ORD-00477,CUST-0153,2023-02-16,Completed
ORD-00478,CUST-0236,2023-02-25,Pending
ORD-00479,CUST-0224,2024-07-14,Completed
ORD-00480,CUST-0216,2024-06-08,Returned
ORD-00481,CUST-0081,2023-10-02,Completed
ORD-00482,CUST-0399,2024-03-30,Completed
ORD-00483,CUST-0033,2023-10-05,Completed
ORD-00484,CUST-0143,2023-07-22,Completed
ORD-00485,CUST-0053,2023-11-11,Completed
ORD-00486,CUST-0108,2023-08-16,Pending
ORD-00487,CUST-0031,2024-08-17,Completed
ORD-00488,CUST-0317,2023-10-28,Completed
ORD-00489,CUST-0156,2023-08-23,Completed
ORD-00490,CUST-0326,2024-01-27,Completed
ORD-00491,CUST-0142,2024-07-07,Completed
ORD-00492,CUST-0453,2023-07-19,Pending
ORD-00493,CUST-0238,2024-11-16,Pending
ORD-00494,CUST-0010,2023-12-05,Completed
ORD-00495,CUST-0345,2024-04-27,Completed
ORD-00496,CUST-0054,2024-11-29,Completed
ORD-00497,CUST-0354,2023-11-12,Returned
ORD-00498,CUST-0375,2023-05-26,Completed
ORD-00499,CUST-0428,2024-06-29,Completed
ORD-00500,CUST-0165,2023-01-05,Pending
ORD-00501,CUST-0255,2023-12-01,Returned
ORD-00502,CUST-0180,2024-12-16,Completed
ORD-00503,CUST-0032,2023-10-30,Completed
ORD-00504,CUST-0221,2024-05-14,Completed
ORD-00505,CUST-0357,2024-01-19,Completed
ORD-00506,CUST-0482,2023-06-06,Completed
ORD-00507,CUST-0087,2023-08-20,Completed
ORD-00508,CUST-0394,2024-01-18,Completed
ORD-00509,CUST-0265,2023-03-18,Completed
ORD-00510,CUST-0024,2023-10-30,Completed
ORD-00511,CUST-0209,2023-10-30,Completed
ORD-00512,CUST-0051,2024-09-01,Pending
ORD-00513,CUST-0232,2023-04-01,Completed
ORD-00514,CUST-0418,2024-09-07,Returned
ORD-00515,CUST-0294,2023-10-27,Completed
ORD-00516,CUST-0401,2024-04-20,Completed
ORD-00517,CUST-0151,2024-02-11,Returned
ORD-00518,CUST-0336,2023-08-07,Completed
ORD-00519,CUST-0381,2024-11-10,Completed
ORD-00520,CUST-0186,2023-06-13,Completed
ORD-00521,CUST-0379,2023-01-27,Completed
ORD-00522,CUST-0452,2024-07-01,Completed
ORD-00523,CUST-0487,2024-03-29,Completed
ORD-00524,CUST-0414,2024-10-12,Completed
ORD-00525,CUST-0358,2023-12-01,Completed
ORD-00526,CUST-0046,2023-01-13,Completed
ORD-00527,CUST-0167,2023-01-15,Completed
ORD-00528,CUST-0257,2023-11-13,Completed
ORD-00529,CUST-0462,2023-07-02,Completed
ORD-00530,CUST-0472,2024-11-04,Completed
ORD-00531,CUST-0210,2023-03-28,Completed
ORD-00532,CUST-0264,2024-10-04,Completed
ORD-00533,CUST-0305,2023-06-08,Completed
ORD-00534,CUST-0024,2023-03-29,Completed
ORD-00535,CUST-0158,2023-07-20,Completed
ORD-00536,CUST-0303,2023-04-16,Pending
ORD-00537,CUST-0467,2023-10-20,Pending
ORD-00538,CUST-0242,2023-08-30,Completed
ORD-00539,CUST-0431,2024-01-22,Completed
ORD-00540,CUST-0459,2024-01-28,Completed
ORD-00541,CUST-0380,2023-01-01,Returned
ORD-00542,CUST-0187,2023-04-02,Returned
ORD-00543,CUST-0172,2023-04-29,Completed
ORD-00544,CUST-0202,2023-05-23,Completed
ORD-00545,CUST-0377,2023-03-10,Completed
ORD-00546,CUST-0065,2023-08-18,Returned
ORD-00547,CUST-0373,2024-02-06,Returned
ORD-00548,CUST-0070,2023-08-14,Completed
ORD-00549,CUST-0028,2023-08-29,Completed
ORD-00550,CUST-0263,2023-12-09,Completed
ORD-00551,CUST-0177,2024-02-05,Completed
ORD-00552,CUST-0465,2023-08-30,Pending
ORD-00553,CUST-0265,2023-06-11,Completed
ORD-00554,CUST-0479,2023-10-26,Completed
ORD-00555,CUST-0317,2023-01-18,Completed
ORD-00556,CUST-0335,2023-12-26,Completed
ORD-00557,CUST-0278,2024-11-18,Returned
ORD-00558,CUST-0232,2023-10-18,Completed
